tsHour,wardId,serviceCollected,serviceMissed,servicePartial,estimatedKg,binsCleared,complaintsCount,unresolvedComplaints,overflowPoints,avgSeverity,tempC,rainMm,windKph,precipMm,precipProb,f_complaints_24h,f_unresolved_24h,f_missed_24h,f_overflow_24h,f_estKg_24h,futureDemandScore,riskClassNext24h,hour,dayOfWeek
2026-01-06 12:00:00+00:00,ALUTH_MAWATHA,1.0,0.0,0.0,289.71,8.0,0.0,0.0,0.0,0.0,31.84,0.0,10.33,0.0,0.09,2.0,2.0,0.0,2.0,703.8199999999999,7.70382,LOW,12,1
2026-01-06 13:00:00+00:00,ALUTH_MAWATHA,1.0,0.0,0.0,414.11,23.0,0.0,0.0,0.0,0.0,31.01,0.0,7.8,0.0,0.04,2.0,2.0,0.0,2.0,703.8199999999999,7.70382,LOW,13,1
2026-01-06 14:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1034.42,8.03442,LOW,14,1
2026-01-06 15:00:00+00:00,ALUTH_MAWATHA,1.0,0.0,0.0,330.6,4.0,0.0,0.0,0.0,0.0,30.74,0.0,6.31,0.0,0.12,2.0,2.0,0.0,2.0,1034.42,8.03442,LOW,15,1
2026-01-06 16:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1034.42,9.53442,MEDIUM,16,1
2026-01-06 17:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,28.49,0.0,17.25,0.0,0.17,3.0,3.0,0.0,2.0,1034.42,9.53442,MEDIUM,17,1
2026-01-06 18:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1034.42,9.53442,MEDIUM,18,1
2026-01-06 19:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1034.42,9.53442,MEDIUM,19,1
2026-01-06 20:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,1034.42,11.03442,MEDIUM,20,1
2026-01-06 21:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,28.4,0.0,9.13,0.0,0.13,4.0,4.0,0.0,2.0,1034.42,11.03442,MEDIUM,21,1
2026-01-06 22:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,1034.42,11.03442,MEDIUM,22,1
2026-01-06 23:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1034.42,7.53442,LOW,23,1
2026-01-07 00:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1034.42,7.53442,LOW,0,2
2026-01-07 01:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1034.42,7.53442,LOW,1,2
2026-01-07 02:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1034.42,7.53442,LOW,2,2
2026-01-07 03:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1034.42,7.53442,LOW,3,2
2026-01-07 04:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1034.42,7.53442,LOW,4,2
2026-01-07 05:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1034.42,7.53442,LOW,5,2
2026-01-07 06:00:00+00:00,ALUTH_MAWATHA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,0.0,15.44,0.0,0.06,3.0,3.0,0.0,1.0,1034.42,7.53442,LOW,6,2
2026-01-07 07:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1344.58,7.84458,LOW,7,2
2026-01-07 08:00:00+00:00,ALUTH_MAWATHA,1.0,0.0,0.0,310.16,13.0,0.0,0.0,0.0,0.0,27.64,0.0,9.27,0.0,0.09,3.0,3.0,0.0,1.0,1344.58,7.84458,LOW,8,2
2026-01-07 09:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1344.58,4.34458,LOW,9,2
2026-01-07 10:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2021.54,5.02154,LOW,10,2
2026-01-07 11:00:00+00:00,ALUTH_MAWATHA,1.0,0.0,0.0,676.96,26.0,0.0,0.0,0.0,0.0,31.9,0.0,6.03,0.0,0.07,2.0,2.0,0.0,0.0,1731.83,4.73183,LOW,11,2
2026-01-07 12:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1317.7200000000003,4.3177200000000004,LOW,12,2
2026-01-07 13:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1646.98,4.64698,LOW,13,2
2026-01-07 14:00:00+00:00,ALUTH_MAWATHA,1.0,0.0,0.0,329.26,9.0,0.0,0.0,0.0,0.0,30.09,0.0,5.79,0.0,0.17,2.0,2.0,0.0,0.0,1316.38,4.3163800000000005,LOW,14,2
2026-01-07 15:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1316.38,4.3163800000000005,LOW,15,2
2026-01-07 16:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1316.38,2.81638,LOW,16,2
2026-01-07 17:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1316.38,2.81638,LOW,17,2
2026-01-07 18:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1316.38,2.81638,LOW,18,2
2026-01-07 19:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1316.38,2.81638,LOW,19,2
2026-01-07 20:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.38,1.31638,LOW,20,2
2026-01-07 21:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.38,1.31638,LOW,21,2
2026-01-07 22:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.38,1.31638,LOW,22,2
2026-01-07 23:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.38,1.31638,LOW,23,2
2026-01-08 00:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.38,1.31638,LOW,0,3
2026-01-08 01:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.38,1.31638,LOW,1,3
2026-01-08 02:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.38,1.31638,LOW,2,3
2026-01-08 03:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.38,1.31638,LOW,3,3
2026-01-08 04:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.38,1.31638,LOW,4,3
2026-01-08 05:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.38,1.31638,LOW,5,3
2026-01-08 06:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.38,1.31638,LOW,6,3
2026-01-08 07:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.22,1.0062200000000001,LOW,7,3
2026-01-08 08:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.22,1.0062200000000001,LOW,8,3
2026-01-08 09:00:00+00:00,ALUTH_MAWATHA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.89,0.0,8.45,0.0,0.11,0.0,0.0,0.0,0.0,1006.22,1.0062200000000001,LOW,9,3
2026-01-08 10:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.26,0.32926,LOW,10,3
2026-01-08 11:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.59,0.8455900000000001,LOW,11,3
2026-01-08 12:00:00+00:00,ALUTH_MAWATHA,1.0,0.0,0.0,516.33,20.0,0.0,0.0,0.0,0.0,31.66,0.0,14.52,0.0,0.19,0.0,0.0,0.0,0.0,845.59,0.8455900000000001,LOW,12,3
2026-01-08 13:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,859.04,4.35904,LOW,13,3
